Country_Name,Year,Region,IncomeGroup,CO2_emissions_metric_tons_per_capita,Urban_population,Energy_use_kg_of_oil_equivalent_per_capita
Afghanistan,2001,South Asia,Low income,0.0378461357038751,4790053,NA
Afghanistan,2002,South Asia,Low income,0.0473773238699389,5031157,NA
Afghanistan,2003,South Asia,Low income,0.0504813357583004,5293385,NA
Afghanistan,2004,South Asia,Low income,0.0384100431744103,5563504,NA
Afghanistan,2005,South Asia,Low income,0.0517439645638815,5824291,NA
Afghanistan,2006,South Asia,Low income,0.0624275315344817,6055019,NA
Afghanistan,2007,South Asia,Low income,0.0838928056625891,6263747,NA
Afghanistan,2008,South Asia,Low income,0.151720912092499,6464835,NA
Afghanistan,2009,South Asia,Low income,0.238398541311049,6680732,NA
Afghanistan,2010,South Asia,Low income,0.289987629819143,6927764,NA
Afghanistan,2011,South Asia,Low income,0.406424217113203,7212518,NA
Afghanistan,2012,South Asia,Low income,0.345148782903553,7528588,NA
Afghanistan,2013,South Asia,Low income,0.310341014879365,7865067,NA
Afghanistan,2014,South Asia,Low income,0.293946407148718,8204877,NA
Afghanistan,2015,South Asia,Low income,NA,8535606,NA
Afghanistan,2016,South Asia,Low income,NA,8852859,NA
Afghanistan,2017,South Asia,Low income,NA,9164841,NA
Afghanistan,2018,South Asia,Low income,NA,9477100,NA
Albania,1960,Europe & Central Asia,Upper middle income,1.25819492789657,493982,NA
Albania,1961,Europe & Central Asia,Upper middle income,1.37418604651163,513592,NA
Albania,1962,Europe & Central Asia,Upper middle income,1.43995596379167,530766,NA
Albania,1963,Europe & Central Asia,Upper middle income,1.18168114415975,547928,NA
Albania,1964,Europe & Central Asia,Upper middle income,1.11174195966673,565248,NA
Albania,1965,Europe & Central Asia,Upper middle income,1.16609904273455,582374,NA
Albania,1966,Europe & Central Asia,Upper middle income,1.33305546458662,599300,NA
Albania,1967,Europe & Central Asia,Upper middle income,1.36374630010816,616687,NA
Albania,1968,Europe & Central Asia,Upper middle income,1.51955127697956,635924,NA
Albania,1969,Europe & Central Asia,Upper middle income,1.5589675720987,656733,NA
Albania,1970,Europe & Central Asia,Upper middle income,1.75323990542637,677801,NA
Albania,1971,Europe & Central Asia,Upper middle income,1.98949792330655,698647,785.161525934329
Albania,1972,Europe & Central Asia,Upper middle income,2.51591439803203,720649,865.59248120703
Albania,1973,Europe & Central Asia,Upper middle income,2.30389741687392,742333,762.725361728214
Albania,1974,Europe & Central Asia,Upper middle income,1.84900669071079,764166,776.934748974948
Albania,1975,Europe & Central Asia,Upper middle income,1.91063363704144,786668,826.952081040206
Albania,1976,Europe & Central Asia,Upper middle income,2.01358456245734,809052,890.953359858712
Albania,1977,Europe & Central Asia,Upper middle income,2.27587639136105,832109,923.728867504315
Albania,1978,Europe & Central Asia,Upper middle income,2.53062504042839,854618,1010.81922139014
Albania,1979,Europe & Central Asia,Upper middle income,2.89820851758249,876974,864.199459705589
Albania,1980,Europe & Central Asia,Upper middle income,1.93505831031996,902120,1149.53609603604
Albania,1981,Europe & Central Asia,Upper middle income,2.69302391440235,927513,989.200148492914
Albania,1982,Europe & Central Asia,Upper middle income,2.62485678513424,954645,966.683283781289
Albania,1983,Europe & Central Asia,Upper middle income,2.6832399189862,982645,1000.12201296783
Albania,1984,Europe & Central Asia,Upper middle income,2.69429137362284,1011235,1018.26314225619
Albania,1985,Europe & Central Asia,Upper middle income,2.65801538201043,1040127,916.555190602146
Albania,1986,Europe & Central Asia,Upper middle income,2.66535622064854,1068501,963.927169506077
Albania,1987,Europe & Central Asia,Upper middle income,2.41406081518223,1098349,921.893044018284
Albania,1988,Europe & Central Asia,Upper middle income,2.33159853051997,1127722,927.744518727469
Albania,1989,Europe & Central Asia,Upper middle income,2.78324307461439,1167160,896.437762376845
Albania,1990,Europe & Central Asia,Upper middle income,1.67810665434977,1197222,813.255695500012
Albania,1991,Europe & Central Asia,Upper middle income,1.31221260013653,1198912,572.781843950789
Albania,1992,Europe & Central Asia,Upper middle income,0.774724910911141,1209490,418.286629757142
Albania,1993,Europe & Central Asia,Upper middle income,0.723790291969695,1219882,412.378880465233
Albania,1994,Europe & Central Asia,Upper middle income,0.600203707768206,1230218,441.249295409311
Albania,1995,Europe & Central Asia,Upper middle income,0.654537133005248,1240399,417.034843013203
Albania,1996,Europe & Central Asia,Upper middle income,0.636625312930768,1250518,447.848870261137
Albania,1997,Europe & Central Asia,Upper middle income,0.490365059535664,1260414,384.594958328053
Albania,1998,Europe & Central Asia,Upper middle income,0.560271437384331,1270214,426.682819087559
Albania,1999,Europe & Central Asia,Upper middle income,0.960164411868586,1279853,576.183632282524
Albania,2000,Europe & Central Asia,Upper middle income,0.978174680894664,1289391,580.494764208924
Albania,2001,Europe & Central Asia,Upper middle income,1.05330417594038,1298584,597.265252650749
Albania,2002,Europe & Central Asia,Upper middle income,1.22954070946998,1327220,660.04798411018
Albania,2003,Europe & Central Asia,Upper middle income,1.4126971959616,1354848,648.168387059418
Albania,2004,Europe & Central Asia,Upper middle income,1.37621273504355,1381828,715.414483080102
Albania,2005,Europe & Central Asia,Upper middle income,1.41249821101668,1407298,719.584378082987
Albania,2006,Europe & Central Asia,Upper middle income,1.30257636722163,1430886,706.859407721917
Albania,2007,Europe & Central Asia,Upper middle income,1.32233485532238,1452398,679.861765101008
Albania,2008,Europe & Central Asia,Upper middle income,1.48431113888781,1473392,710.748498463347
Albania,2009,Europe & Central Asia,Upper middle income,1.49560019934969,1495260,732.316681804627
Albania,2010,Europe & Central Asia,Upper middle income,1.57857358391855,1519519,729.154372728518
Albania,2011,Europe & Central Asia,Upper middle income,1.80371472482914,1546929,764.968616564465
Albania,2012,Europe & Central Asia,Upper middle income,1.692908325435,1575788,687.896259861998
Albania,2013,Europe & Central Asia,Upper middle income,1.74921107861166,1603505,801.329975005976
Albania,2014,Europe & Central Asia,Upper middle income,1.97876331208568,1630119,808.455839595944
Albania,2015,Europe & Central Asia,Upper middle income,NA,1654503,NA
Albania,2016,Europe & Central Asia,Upper middle income,NA,1680247,NA
Albania,2017,Europe & Central Asia,Upper middle income,NA,1706345,NA
Albania,2018,Europe & Central Asia,Upper middle income,NA,1728969,NA
Algeria,1960,Middle East & North Africa,Upper middle income,0.557120304348137,3373754,NA
Algeria,1961,Middle East & North Africa,Upper middle income,0.535024402498902,3604616,NA
Algeria,1962,Middle East & North Africa,Upper middle income,0.487888633119182,3859410,NA
Algeria,1963,Middle East & North Africa,Upper middle income,0.45557372181845,4129216,NA
Algeria,1964,Middle East & North Africa,Upper middle income,0.462362728513072,4417036,NA
Algeria,1965,Middle East & North Africa,Upper middle income,0.525614966593989,4724530,NA
Algeria,1966,Middle East & North Africa,Upper middle income,0.653388879644432,5011380,NA
Algeria,1967,Middle East & North Africa,Upper middle income,0.635888321424003,5177791,NA
Algeria,1968,Middle East & North Africa,Upper middle income,0.663161119597985,5351889,NA
Algeria,1969,Middle East & North Africa,Upper middle income,0.801895031063763,5531038,NA
Algeria,1970,Middle East & North Africa,Upper middle income,1.04217439561811,5713669,NA
Algeria,1971,Middle East & North Africa,Upper middle income,1.25527052060045,5899078,232.948007194607
Algeria,1972,Middle East & North Africa,Upper middle income,1.85461177195589,6088563,263.023592191281
Algeria,1973,Middle East & North Africa,Upper middle income,2.43878057203056,6283459,306.964781593684
Algeria,1974,Middle East & North Africa,Upper middle income,1.97575810304337,6485933,321.161370423292
Algeria,1975,Middle East & North Africa,Upper middle income,1.92869762213411,6697888,332.414161690112
Algeria,1976,Middle East & North Africa,Upper middle income,2.29259921732671,6919237,368.762283957305
Algeria,1977,Middle East & North Africa,Upper middle income,2.38253066728909,7196331,401.088466387577
Algeria,1978,Middle East & North Africa,Upper middle income,3.45424622530682,7565661,479.677129923955
Algeria,1979,Middle East & North Africa,Upper middle income,2.44646072475515,7956090,589.892649621417
Algeria,1980,Middle East & North Africa,Upper middle income,3.46064609907623,8369497,582.949968173933
Algeria,1981,Middle East & North Africa,Upper middle income,2.34252335050805,8805955,614.512461246427
Algeria,1982,Middle East & North Africa,Upper middle income,1.92001619134537,9265778,775.865987134735
Algeria,1983,Middle East & North Africa,Upper middle income,2.4938597636466,9746745,812.682569676865
Algeria,1984,Middle East & North Africa,Upper middle income,3.26707032277556,10246073,780.984787655521
Algeria,1985,Middle East & North Africa,Upper middle income,3.24482431002614,10759943,791.037443680767
Algeria,1986,Middle East & North Africa,Upper middle income,3.30170472845904,11287827,867.59867128893
Algeria,1987,Middle East & North Africa,Upper middle income,3.53831812558477,11821049,832.551213740023
Algeria,1988,Middle East & North Africa,Upper middle income,3.43439950642026,12346640,854.852791545487
Algeria,1989,Middle East & North Africa,Upper middle income,3.18833494847287,12878973,825.259945853991
Algeria,1990,Middle East & North Africa,Upper middle income,2.98810984286616,13416507,861.26075644082
Algeria,1991,Middle East & North Africa,Upper middle income,2.99424563470989,13958197,888.875311694155
Algeria,1992,Middle East & North Africa,Upper middle income,2.96498636282543,14502589,888.735284604751
Algeria,1993,Middle East & North Africa,Upper middle income,2.97481241076926,15044498,872.307680895398
Algeria,1994,Middle East & North Africa,Upper middle income,3.06291962216753,15579364,823.57652684111
Algeria,1995,Middle East & North Africa,Upper middle income,3.31368806742244,16103497,843.042084082623
Algeria,1996,Middle East & North Africa,Upper middle income,3.31774582494844,16615709,802.099506242738
Algeria,1997,Middle East & North Africa,Upper middle income,2.93651170583821,17115300,808.759304170574
Algeria,1998,Middle East & North Africa,Upper middle income,3.54387655395728,17606301,824.533760649989
Algeria,1999,Middle East & North Africa,Upper middle income,3.00571944871188,18103945,867.798408837998
Algeria,2000,Middle East & North Africa,Upper middle income,2.83037996458696,18600197,869.609839626561
Algeria,2001,Middle East & North Africa,Upper middle income,2.67777217338409,19094843,860.041395781456
Algeria,2002,Middle East & North Africa,Upper middle income,2.82238889843384,19591211,908.297315824598
Algeria,2003,Middle East & North Africa,Upper middle income,2.83831965608151,20095408,953.058280741691
Algeria,2004,Middle East & North Africa,Upper middle income,2.70738828140555,20616005,952.267948743557
Algeria,2005,Middle East & North Africa,Upper middle income,3.23616827096358,21159469,977.954084926921
Algeria,2006,Middle East & North Africa,Upper middle income,3.00436514940905,21729732,1031.91917410783
Algeria,2007,Middle East & North Africa,Upper middle income,3.20206733567142,22327433,1078.18363301261
Algeria,2008,Middle East & North Africa,Upper middle income,3.17322455166924,22955890,1073.20562887929
Algeria,2009,Middle East & North Africa,Upper middle income,3.43578736793731,23612219,1153.66407103709
Algeria,2010,Middle East & North Africa,Upper middle income,3.31256060218823,24299173,1114.21702841404
Algeria,2011,Middle East & North Africa,Upper middle income,3.30557126991506,25016303,1140.642714455
Algeria,2012,Middle East & North Africa,Upper middle income,3.47710809205046,25763106,1229.54742507113
Algeria,2013,Middle East & North Africa,Upper middle income,3.52555735779834,26536378,1247.49505324208
Algeria,2014,Middle East & North Africa,Upper middle income,3.7355201474105,27332602,1327.53554410198
Algeria,2015,Middle East & North Africa,Upper middle income,NA,28146511,NA
Algeria,2016,Middle East & North Africa,Upper middle income,NA,28977628,NA
Algeria,2017,Middle East & North Africa,Upper middle income,NA,29821745,NA
Algeria,2018,Middle East & North Africa,Upper middle income,NA,30670086,NA
American Samoa,1960,East Asia & Pacific,Upper middle income,NA,13324,NA
American Samoa,1961,East Asia & Pacific,Upper middle income,NA,13729,NA
American Samoa,1962,East Asia & Pacific,Upper middle income,NA,14254,NA
American Samoa,1963,East Asia & Pacific,Upper middle income,NA,14871,NA
American Samoa,1964,East Asia & Pacific,Upper middle income,NA,15522,NA
American Samoa,1965,East Asia & Pacific,Upper middle income,NA,16176,NA
American Samoa,1966,East Asia & Pacific,Upper middle income,NA,16818,NA
American Samoa,1967,East Asia & Pacific,Upper middle income,NA,17462,NA
American Samoa,1968,East Asia & Pacific,Upper middle income,NA,18082,NA
American Samoa,1969,East Asia & Pacific,Upper middle income,NA,18687,NA
American Samoa,1970,East Asia & Pacific,Upper middle income,NA,19259,NA
American Samoa,1971,East Asia & Pacific,Upper middle income,NA,19808,NA
American Samoa,1972,East Asia & Pacific,Upper middle income,NA,20335,NA
American Samoa,1973,East Asia & Pacific,Upper middle income,NA,20829,NA
American Samoa,1974,East Asia & Pacific,Upper middle income,NA,21299,NA
American Samoa,1975,East Asia & Pacific,Upper middle income,NA,21744,NA
American Samoa,1976,East Asia & Pacific,Upper middle income,NA,22153,NA
American Samoa,1977,East Asia & Pacific,Upper middle income,NA,22549,NA
American Samoa,1978,East Asia & Pacific,Upper middle income,NA,22982,NA
American Samoa,1979,East Asia & Pacific,Upper middle income,NA,23524,NA
American Samoa,1980,East Asia & Pacific,Upper middle income,NA,24266,NA
American Samoa,1981,East Asia & Pacific,Upper middle income,NA,25290,NA
American Samoa,1982,East Asia & Pacific,Upper middle income,NA,26486,NA
American Samoa,1983,East Asia & Pacific,Upper middle income,NA,27829,NA
American Samoa,1984,East Asia & Pacific,Upper middle income,NA,29258,NA
American Samoa,1985,East Asia & Pacific,Upper middle income,NA,30731,NA
American Samoa,1986,East Asia & Pacific,Upper middle income,NA,32241,NA
American Samoa,1987,East Asia & Pacific,Upper middle income,NA,33782,NA
American Samoa,1988,East Asia & Pacific,Upper middle income,NA,35323,NA
American Samoa,1989,East Asia & Pacific,Upper middle income,NA,36836,NA
American Samoa,1990,East Asia & Pacific,Upper middle income,NA,38326,NA
American Samoa,1991,East Asia & Pacific,Upper middle income,NA,39866,NA
American Samoa,1992,East Asia & Pacific,Upper middle income,NA,41308,NA
American Samoa,1993,East Asia & Pacific,Upper middle income,NA,42680,NA
American Samoa,1994,East Asia & Pacific,Upper middle income,NA,44012,NA
American Samoa,1995,East Asia & Pacific,Upper middle income,NA,45336,NA
American Samoa,1996,East Asia & Pacific,Upper middle income,NA,46645,NA
American Samoa,1997,East Asia & Pacific,Upper middle income,NA,47916,NA
American Samoa,1998,East Asia & Pacific,Upper middle income,NA,49131,NA
American Samoa,1999,East Asia & Pacific,Upper middle income,NA,50281,NA
American Samoa,2000,East Asia & Pacific,Upper middle income,NA,51222,NA
American Samoa,2001,East Asia & Pacific,Upper middle income,NA,51762,NA
American Samoa,2002,East Asia & Pacific,Upper middle income,NA,52223,NA
American Samoa,2003,East Asia & Pacific,Upper middle income,NA,52540,NA
American Samoa,2004,East Asia & Pacific,Upper middle income,NA,52637,NA
American Samoa,2005,East Asia & Pacific,Upper middle income,NA,52474,NA
American Samoa,2006,East Asia & Pacific,Upper middle income,NA,52014,NA
American Samoa,2007,East Asia & Pacific,Upper middle income,NA,51303,NA
American Samoa,2008,East Asia & Pacific,Upper middle income,NA,50477,NA
American Samoa,2009,East Asia & Pacific,Upper middle income,NA,49709,NA
American Samoa,2010,East Asia & Pacific,Upper middle income,NA,49122,NA
American Samoa,2011,East Asia & Pacific,Upper middle income,NA,48790,NA
American Samoa,2012,East Asia & Pacific,Upper middle income,NA,48664,NA
American Samoa,2013,East Asia & Pacific,Upper middle income,NA,48664,NA
American Samoa,2014,East Asia & Pacific,Upper middle income,NA,48699,NA
American Samoa,2015,East Asia & Pacific,Upper middle income,NA,48689,NA
American Samoa,2016,East Asia & Pacific,Upper middle income,NA,48605,NA
American Samoa,2017,East Asia & Pacific,Upper middle income,NA,48484,NA
American Samoa,2018,East Asia & Pacific,Upper middle income,NA,48339,NA
Andorra,1960,Europe & Central Asia,High income,NA,7839,NA
Andorra,1961,Europe & Central Asia,High income,NA,8766,NA
Andorra,1962,Europe & Central Asia,High income,NA,9754,NA
Andorra,1963,Europe & Central Asia,High income,NA,10811,NA
Andorra,1964,Europe & Central Asia,High income,NA,11915,NA
Andorra,1965,Europe & Central Asia,High income,NA,13067,NA
Andorra,1966,Europe & Central Asia,High income,NA,14262,NA
Andorra,1967,Europe & Central Asia,High income,NA,15494,NA
Andorra,1968,Europe & Central Asia,High income,NA,16765,NA
Andorra,1969,Europe & Central Asia,High income,NA,18083,NA
Andorra,1970,Europe & Central Asia,High income,NA,19458,NA
Andorra,1971,Europe & Central Asia,High income,NA,20902,NA
Andorra,1972,Europe & Central Asia,High income,NA,22401,NA
Andorra,1973,Europe & Central Asia,High income,NA,23917,NA
Andorra,1974,Europe & Central Asia,High income,NA,25397,NA
Andorra,1975,Europe & Central Asia,High income,NA,26791,NA
Andorra,1976,Europe & Central Asia,High income,NA,28085,NA
Andorra,1977,Europe & Central Asia,High income,NA,29304,NA
Andorra,1978,Europe & Central Asia,High income,NA,30491,NA
Andorra,1979,Europe & Central Asia,High income,NA,31774,NA
Andorra,1980,Europe & Central Asia,High income,NA,33205,NA
Andorra,1981,Europe & Central Asia,High income,NA,34800,NA
Andorra,1982,Europe & Central Asia,High income,NA,36561,NA
Andorra,1983,Europe & Central Asia,High income,NA,38451,NA
Andorra,1984,Europe & Central Asia,High income,NA,40421,NA
Andorra,1985,Europe & Central Asia,High income,NA,42441,NA
Andorra,1986,Europe & Central Asia,High income,NA,44342,NA
Andorra,1987,Europe & Central Asia,High income,NA,46118,NA
Andorra,1988,Europe & Central Asia,High income,NA,47926,NA
Andorra,1989,Europe & Central Asia,High income,NA,49758,NA
Andorra,1990,Europe & Central Asia,High income,7.46733566933901,51627,NA
Andorra,1991,Europe & Central Asia,High income,7.18245663566904,53571,NA
Andorra,1992,Europe & Central Asia,High income,6.91205338948512,55546,NA
Andorra,1993,Europe & Central Asia,High income,6.73605484574634,57380,NA
Andorra,1994,Europe & Central Asia,High income,6.4942004243981,58847,NA
Andorra,1995,Europe & Central Asia,High income,6.66205168363352,59803,NA
Andorra,1996,Europe & Central Asia,High income,7.06507147296457,60128,NA
Andorra,1997,Europe & Central Asia,High income,7.23971271783233,59940,NA
Andorra,1998,Europe & Central Asia,High income,7.66078388575348,59605,NA
Andorra,1999,Europe & Central Asia,High income,7.97545440422557,59649,NA
Andorra,2000,Europe & Central Asia,High income,8.01928429423459,60417,NA
Andorra,2001,Europe & Central Asia,High income,7.78695000074249,61991,NA
Andorra,2002,Europe & Central Asia,High income,7.59061514082999,64194,NA
Andorra,2003,Europe & Central Asia,High income,7.31576070618458,66747,NA
Andorra,2004,Europe & Central Asia,High income,7.35862494097896,69192,NA
Andorra,2005,Europe & Central Asia,High income,7.29987193629782,71205,NA
Andorra,2006,Europe & Central Asia,High income,6.74605212796168,72737,NA
Andorra,2007,Europe & Central Asia,High income,6.51938706400271,73843,NA
Andorra,2008,Europe & Central Asia,High income,6.42780997352794,74641,NA
Andorra,2009,Europe & Central Asia,High income,6.12157986337213,75098,NA
Andorra,2010,Europe & Central Asia,High income,6.12259470212791,75007,NA
Andorra,2011,Europe & Central Asia,High income,5.8674101758869,74305,NA
Andorra,2012,Europe & Central Asia,High income,5.91688403071809,73056,NA
Andorra,2013,Europe & Central Asia,High income,5.90177532374279,71515,NA
Andorra,2014,Europe & Central Asia,High income,5.83290621488897,70057,NA
Andorra,2015,Europe & Central Asia,High income,NA,68919,NA
Andorra,2016,Europe & Central Asia,High income,NA,68213,NA
Andorra,2017,Europe & Central Asia,High income,NA,67876,NA
Andorra,2018,Europe & Central Asia,High income,NA,67813,NA
Angola,1960,Sub-Saharan Africa,Lower middle income,0.100835335649402,569222,NA
Angola,1961,Sub-Saharan Africa,Lower middle income,0.0822037967470503,597288,NA
Angola,1962,Sub-Saharan Africa,Lower middle income,0.210531477092341,628381,NA
Angola,1963,Sub-Saharan Africa,Lower middle income,0.202737303453956,660180,NA
Angola,1964,Sub-Saharan Africa,Lower middle income,0.213560349319029,691532,NA
Angola,1965,Sub-Saharan Africa,Lower middle income,0.205890925853079,721552,NA
Angola,1966,Sub-Saharan Africa,Lower middle income,0.268941436867758,749534,NA
Angola,1967,Sub-Saharan Africa,Lower middle income,0.172101693676556,776116,NA
Angola,1968,Sub-Saharan Africa,Lower middle income,0.289718091111522,804107,NA
Angola,1969,Sub-Saharan Africa,Lower middle income,0.480234020430607,837758,NA
Angola,1970,Sub-Saharan Africa,Lower middle income,0.608223599046918,881022,NA
Angola,1971,Sub-Saharan Africa,Lower middle income,0.564548236096118,944294,637.459055349999
Angola,1972,Sub-Saharan Africa,Lower middle income,0.721245978268245,1028199,663.452748732826
Angola,1973,Sub-Saharan Africa,Lower middle income,0.751239887196508,1124624,635.787618890183
Angola,1974,Sub-Saharan Africa,Lower middle income,0.72077637996977,1230706,624.110610555833
Angola,1975,Sub-Saharan Africa,Lower middle income,0.628568906605923,1343551,586.690489749431
Angola,1976,Sub-Saharan Africa,Lower middle income,0.451353518485931,1462599,559.454490680621
Angola,1977,Sub-Saharan Africa,Lower middle income,0.469221176481519,1588714,532.949459995606
Angola,1978,Sub-Saharan Africa,Lower middle income,0.694736947493982,1723460,566.952139260275
Angola,1979,Sub-Saharan Africa,Lower middle income,0.683062947974992,1868827,555.745441183351
Angola,1980,Sub-Saharan Africa,Lower middle income,0.640966402195152,2026766,547.044587473231
Angola,1981,Sub-Saharan Africa,Lower middle income,0.611135119645444,2197870,531.589110099178
Angola,1982,Sub-Saharan Africa,Lower middle income,0.519354626128818,2382559,506.059343568321
Angola,1983,Sub-Saharan Africa,Lower middle income,0.551348574103997,2581259,501.904916698426
Angola,1984,Sub-Saharan Africa,Lower middle income,0.520982856139637,2794528,489.327132030627
Angola,1985,Sub-Saharan Africa,Lower middle income,0.47190277210483,3022271,500.924864763561
Angola,1986,Sub-Saharan Africa,Lower middle income,0.451618882781396,3265593,489.11169656993
Angola,1987,Sub-Saharan Africa,Lower middle income,0.544085132259045,3525101,483.62448254087
Angola,1988,Sub-Saharan Africa,Lower middle income,0.463508296402709,3801100,486.037648908344
Angola,1989,Sub-Saharan Africa,Lower middle income,0.437295461971892,4092906,480.094200000576
Angola,1990,Sub-Saharan Africa,Lower middle income,0.431743614699926,4400964,496.536490286525
Angola,1991,Sub-Saharan Africa,Lower middle income,0.41553083007202,4725626,491.802570695934
Angola,1992,Sub-Saharan Africa,Lower middle income,0.410522931864339,5067883,478.585591978615
Angola,1993,Sub-Saharan Africa,Lower middle income,0.441721097947702,5427584,479.819846181838
Angola,1994,Sub-Saharan Africa,Lower middle income,0.288119067989055,5806611,470.938621702554
Angola,1995,Sub-Saharan Africa,Lower middle income,0.7870325472424,6159458,455.666054700088
Angola,1996,Sub-Saharan Africa,Lower middle income,0.726233460982052,6530150,454.055175995032
Angola,1997,Sub-Saharan Africa,Lower middle income,0.496361244979515,6918998,449.254449933665
Angola,1998,Sub-Saharan Africa,Lower middle income,0.475815159521396,7328066,433.882494734075
Angola,1999,Sub-Saharan Africa,Lower middle income,0.57708291408973,7758423,441.163218779962
Angola,2000,Sub-Saharan Africa,Lower middle income,0.581961496322796,8212001,438.550019264464
Angola,2001,Sub-Saharan Africa,Lower middle income,0.574316054293958,8688765,442.978839594794
Angola,2002,Sub-Saharan Africa,Lower middle income,0.722958874715979,9190861,448.261720124591
Angola,2003,Sub-Saharan Africa,Lower middle income,0.500225395509936,9721267,467.644059295602
Angola,2004,Sub-Saharan Africa,Lower middle income,1.0018781174791,10284528,464.807847471059
Angola,2005,Sub-Saharan Africa,Lower middle income,0.985736354999963,10882817,433.572530712526
Angola,2006,Sub-Saharan Africa,Lower middle income,1.10501902714063,11437890,458.794164795152
Angola,2007,Sub-Saharan Africa,Lower middle income,1.20313399963445,12025601,471.694177230981
Angola,2008,Sub-Saharan Africa,Lower middle income,1.18500049364771,12644649,491.978616527178
Angola,2009,Sub-Saharan Africa,Lower middle income,1.23442507446718,13291081,515.217119303077
Angola,2010,Sub-Saharan Africa,Lower middle income,1.24409153765549,13963065,520.962358420099
Angola,2011,Sub-Saharan Africa,Lower middle income,1.25268084136928,14660282,521.780681377771
Angola,2012,Sub-Saharan Africa,Lower middle income,1.33021856719297,15383127,552.363633626363
Angola,2013,Sub-Saharan Africa,Lower middle income,1.25377616969393,16130304,533.761009664135
Angola,2014,Sub-Saharan Africa,Lower middle income,1.29030677595566,16900847,544.609322198063
Angola,2015,Sub-Saharan Africa,Lower middle income,NA,17691524,NA
Angola,2016,Sub-Saharan Africa,Lower middle income,NA,18502165,NA
Angola,2017,Sub-Saharan Africa,Lower middle income,NA,19332881,NA
Angola,2018,Sub-Saharan Africa,Lower middle income,NA,20184707,NA
Antigua and Barbuda,1960,Latin America & Caribbean,High income,0.677430677430677,21466,NA
Antigua and Barbuda,1961,Latin America & Caribbean,High income,0.866729695823712,21472,NA
Antigua and Barbuda,1962,Latin America & Caribbean,High income,1.83872065328343,21458,NA
Antigua and Barbuda,1963,Latin America & Caribbean,High income,1.48744312369934,21443,NA
Antigua and Barbuda,1964,Latin America & Caribbean,High income,1.5904477715515,21449,NA
Antigua and Barbuda,1965,Latin America & Caribbean,High income,2.5613649528093,21489,NA
Antigua and Barbuda,1966,Latin America & Caribbean,High income,5.81432028707335,21577,NA
Antigua and Barbuda,1967,Latin America & Caribbean,High income,9.22124067209876,21690,NA
